"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048545","GO:0048545","response to steroid hormone","30/782","339/18614",0.000104415180422469,0.00250440589461057,0.00199698475466278,"10424/5069/590/6382/3304/808/133/3303/7048/6586/358/8611/8644/1535/9353/1545/387758/706/678/10628/5066/5743/1601/4192/301/6422/4015/5176/1277/5730",30
"GO:0010712","GO:0010712","regulation of collagen metabolic process","9/782","46/18614",0.000105912164193692,0.00252773536424649,0.0020155874082093,"55323/2149/7431/90993/28984/2191/11117/1471/4239",9
"GO:0007599","GO:0007599","hemostasis","23/782","230/18614",0.000110009483742546,0.00261258975922568,0.00208324933693428,"7103/221037/5329/308/6484/2149/928/10630/3998/947/710/2159/2621/302/79001/5270/2191/11117/348/5156/1311/1281/2192",23
"GO:0009101","GO:0009101","glycoprotein biosynthetic process","29/782","324/18614",0.000111095075286597,0.00262543802919942,0.00209349440116951,"57134/11227/5238/8869/2801/29940/55501/8704/90865/25825/81618/6934/2683/6484/9528/6185/200185/1650/746/4121/1603/100128731/79586/58505/727936/9445/7423/3479/9452",29
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","19/782","172/18614",0.000116728554889811,0.00274158644951256,0.00218610982950029,"3037/57142/6934/25937/10252/7048/26585/7049/6615/10630/1601/2260/28984/4192/3479/7148/6422/1277/6423",19
"GO:0090132","GO:0090132","epithelium migration","32/782","374/18614",0.000117147232648742,0.00274158644951256,0.00218610982950029,"3037/54453/1803/57142/64094/147372/94/8828/7048/5547/3397/26585/6615/8613/9353/1545/5168/5743/2896/3162/2260/1512/28984/2191/348/301/9314/6678/11167/5176/5764/1634",32
"GO:0071772","GO:0071772","response to BMP","20/782","187/18614",0.000122113154092527,0.00281874726492068,0.00224763698544532,"64388/8321/10984/94/4853/91851/10468/26585/7049/2719/94031/4681/2200/6422/6424/7130/11167/5654/1311/6423",20
"GO:0071773","GO:0071773","cellular response to BMP stimulus","20/782","187/18614",0.000122113154092527,0.00281874726492068,0.00224763698544532,"64388/8321/10984/94/4853/91851/10468/26585/7049/2719/94031/4681/2200/6422/6424/7130/11167/5654/1311/6423",20
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","8/782","37/18614",0.000122248318882082,0.00281874726492068,0.00224763698544532,"29108/1514/1520/3123/3122/972/1509/8722",8
"GO:1903319","GO:1903319","positive regulation of protein maturation","7/782","28/18614",0.000122783017140291,0.00281874726492068,0.00224763698544532,"147372/7123/10418/4323/302/2934/6281",7
"GO:0061430","GO:0061430","bone trabecula morphogenesis","5/782","13/18614",0.000125451959742764,0.0028291163772199,0.0022559051975692,"7059/26585/6422/4313/1277",5
"GO:0090177","GO:0090177","establishment of planar polarity involved in neural tube closure","5/782","13/18614",0.000125451959742764,0.0028291163772199,0.0022559051975692,"8321/5754/6422/115908/6423",5
"GO:1903054","GO:1903054","negative regulation of extracellular matrix organization","5/782","13/18614",0.000125451959742764,0.0028291163772199,0.0022559051975692,"1803/84168/2191/11117/1471",5
"GO:0050919","GO:0050919","negative chemotaxis","9/782","47/18614",0.0001261688490152,0.0028291163772199,0.0022559051975692,"6092/1803/3685/23768/7869/8828/6586/9353/10512",9
"GO:1905314","GO:1905314","semi-lunar valve development","9/782","47/18614",0.0001261688490152,0.0028291163772199,0.0022559051975692,"6092/4853/7048/6586/6615/9353/1009/11117/2006",9
"GO:0045137","GO:0045137","development of primary sexual characteristics","23/782","233/18614",0.000133670443718639,0.00297158052932974,0.00236950449090322,"6092/2067/10184/6382/283/10265/10468/6586/5806/26471/8644/2674/9353/1545/10409/8743/4323/5156/10549/6422/7130/4313/6423",23
"GO:1903035","GO:1903035","negative regulation of response to wounding","13/782","93/18614",0.000133755024863006,0.00297158052932974,0.00236950449090322,"7103/135228/83999/5329/928/947/710/302/5270/2191/348/5156/4192",13
"GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition","10/782","58/18614",0.000135340623092549,0.00299301442169349,0.00238659563270879,"6934/25937/7048/6615/10630/1601/28984/4192/7148/1277",10
"GO:0072073","GO:0072073","kidney epithelium development","17/782","146/18614",0.000138384403847329,0.00304635256140627,0.0024291268582093,"6092/55366/3913/9244/6382/25937/4853/5087/10252/9500/358/26585/9353/10409/947/2719/6422",17
"GO:0003180","GO:0003180","aortic valve morphogenesis","8/782","38/18614",0.000149201238435345,0.00324899170006892,0.00259070900089558,"6092/7048/6586/6615/9353/1009/11117/2006",8
"GO:0032527","GO:0032527","protein exit from endoplasmic reticulum","9/782","48/18614",0.000149564410393815,0.00324899170006892,0.00259070900089558,"10134/7184/56681/3638/81502/10952/27248/975/10956",9
"GO:0090130","GO:0090130","tissue migration","32/782","379/18614",0.000149611316617984,0.00324899170006892,0.00259070900089558,"3037/54453/1803/57142/64094/147372/94/8828/7048/5547/3397/26585/6615/8613/9353/1545/5168/5743/2896/3162/2260/1512/28984/2191/348/301/9314/6678/11167/5176/5764/1634",32
"GO:0030514","GO:0030514","negative regulation of BMP signaling pathway","11/782","70/18614",0.00015065629923319,0.00325701353633725,0.00259710552182964,"64388/8321/91851/26585/94031/4681/2200/6422/7130/5654/6423",11
"GO:0034308","GO:0034308","primary alcohol metabolic process","14/782","107/18614",0.000154126878474061,0.00331716821930112,0.00264507218133117,"231/51635/1646/10327/128/9249/8644/8574/216/1545/1645/1601/125/3479",14
"GO:0003416","GO:0003416","endochondral bone growth","7/782","29/18614",0.000156025450960757,0.00332831282779562,0.0026539587652943,"5916/54796/25987/7059/7048/1893/1311",7
"GO:1902430","GO:1902430","negative regulation of amyloid-beta formation","7/782","29/18614",0.000156025450960757,0.00332831282779562,0.0026539587652943,"274/57142/10418/5621/348/3479/1191",7
"GO:0033619","GO:0033619","membrane protein proteolysis","10/782","59/18614",0.000156909767403652,0.00333243166807492,0.00265724308165146,"84888/81502/25825/51107/51429/152503/1512/348/7077/7076",10
"GO:0043542","GO:0043542","endothelial cell migration","26/782","283/18614",0.000163302051262932,0.00344240074491003,0.00274493117182752,"54453/1803/64094/147372/94/8828/5547/3397/26585/8613/9353/1545/5743/2896/3162/2260/28984/2191/348/301/9314/6678/11167/5176/5764/1634",26
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","17/782","148/18614",0.000163515820490437,0.00344240074491003,0.00274493117182752,"135228/2734/3303/10252/9315/7049/4052/1601/8483/94031/8425/11117/7148/2200/4015/54829/5654",17
"GO:0006029","GO:0006029","proteoglycan metabolic process","13/782","95/18614",0.000166503495882452,0.0034749495828974,0.0027708852447606,"29940/55501/2990/633/6934/4669/55959/3074/79586/1301/3073/3479/1634",13
"GO:0042982","GO:0042982","amyloid precursor protein metabolic process","13/782","95/18614",0.000166503495882452,0.0034749495828974,0.0027708852447606,"274/57142/25825/81618/51107/10972/10418/5621/9445/348/3479/1191/9452",13
"GO:0007528","GO:0007528","neuromuscular junction development","9/782","49/18614",0.000176470188069763,0.00366708093398417,0.00292408859723582,"8496/3913/23024/23077/23184/785/11079/2149/351",9
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","17/782","149/18614",0.00017751321123556,0.00367292356809714,0.00292874744717535,"29108/11344/148170/274/6840/11078/51474/6711/51429/130271/9353/822/9168/120/2006/6387/2934",17
"GO:0070482","GO:0070482","response to oxygen levels","29/782","333/18614",0.000178330998313664,0.00367407582423152,0.00292966624310168,"10449/7184/5740/1803/5351/283/6649/94/133/2030/7048/57085/358/7049/1902/1535/10630/947/5066/5743/3162/7423/4323/5034/28984/6422/6387/4313/1277",29
"GO:0060350","GO:0060350","endochondral bone morphogenesis","10/782","60/18614",0.00018130241790624,0.00371939981585525,0.00296580707813478,"5916/25987/7059/7048/338773/871/4323/1311/1281/1277",10
"GO:0060840","GO:0060840","artery development","14/782","109/18614",0.000188066226253178,0.00384181049477361,0.00306341596019896,"6092/144165/3248/94/7048/4016/30008/60681/348/4192/4035/4015/1311/1281",14
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","14/782","110/18614",0.000207326648476513,0.00421739144432603,0.00336289993442694,"6934/25937/10252/7048/26585/6615/10630/1601/28984/4192/7148/6422/1277/6423",14
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","17/782","151/18614",0.000208674110252149,0.0042269659055698,0.00337053450084409,"135228/2734/3303/10252/9315/7049/4052/1601/8483/94031/8425/11117/7148/2200/4015/54829/5654",17
"GO:0042063","GO:0042063","gliogenesis","28/782","320/18614",0.000211804983569785,0.0042724344175311,0.00340679057474941,"3913/4692/274/57142/90865/5354/3912/3953/3074/1272/351/1902/928/8613/7431/26022/706/147495/2896/4323/5270/4192/301/1191/54587/4035/5764/1281",28
"GO:0031346","GO:0031346","positive regulation of cell projection organization","30/782","353/18614",0.000212781593199592,0.00427425025339681,0.00340823850160048,"1627/6092/90410/950/11344/148170/116985/8321/2534/5064/285016/5754/64175/5898/1272/6624/1809/9353/5295/5168/257194/2896/11075/348/4192/2335/1382/5176/5764/6387",30
"GO:0071634","GO:0071634","regulation of transforming growth factor beta production","8/782","40/18614",0.000217844321648319,0.00433978295316755,0.00346049353049005,"25987/3685/947/4052/5743/7148/2335/4060",8
"GO:0140448","GO:0140448","signaling receptor ligand precursor processing","8/782","40/18614",0.000217844321648319,0.00433978295316755,0.00346049353049005,"81555/4311/1514/590/1803/25825/10699/5034",8
"GO:0030301","GO:0030301","cholesterol transport","15/782","124/18614",0.000220628734082468,0.00436682701505032,0.0034820581576139,"25987/341/51474/55004/4792/1066/1645/706/302/10351/348/10577/5360/1191/4035",15
"GO:0061035","GO:0061035","regulation of cartilage development","11/782","73/18614",0.000221013439467388,0.00436682701505032,0.0034820581576139,"4094/5916/7227/649/94/2734/4054/26585/4192/2202/1513",11
"GO:1902644","GO:1902644","tertiary alcohol metabolic process","6/782","22/18614",0.000225703806679895,0.00442841188868037,0.0035311652348739,"231/1646/10327/8644/8574/1645",6
"GO:0030832","GO:0030832","regulation of actin filament length","17/782","152/18614",0.000225967501475912,0.00442841188868037,0.0035311652348739,"29108/11344/148170/274/6840/11078/51474/6711/51429/130271/9353/822/9168/120/2006/6387/2934",17
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","18/782","167/18614",0.000238021595658357,0.00464575754116979,0.00370447418429286,"11344/116985/84952/6840/11078/51474/6711/130271/9353/5295/822/9168/11075/11117/120/348/1191/2934",18
"GO:1903018","GO:1903018","regulation of glycoprotein metabolic process","10/782","62/18614",0.000239726477297742,0.00466016672198554,0.00371596390106687,"2801/90865/25825/81618/6934/5806/9445/3479/9452/1471",10
"GO:0006690","GO:0006690","icosanoid metabolic process","15/782","125/18614",0.000241184055970227,0.00466967202342356,0.0037235433202421,"231/29108/9536/3248/5740/1646/2950/8644/972/2879/1545/1645/5743/301/5730",15
"GO:0043113","GO:0043113","receptor clustering","9/782","51/18614",0.000242446039198026,0.00467532941989473,0.00372805446379449,"23184/91851/11079/975/7070/348/7130/5764/2934",9
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","7/782","31/18614",0.000244306338458544,0.00469243369605037,0.00374169321891635,"1514/1520/3123/3122/972/1509/8722",7
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","11/782","74/18614",0.000249910696934529,0.0047621322921793,0.00379727008614479,"64094/147372/8828/10266/7423/967/2619/5156/301/7148/1634",11
"GO:0045123","GO:0045123","cellular extravasation","11/782","74/18614",0.000249910696934529,0.0047621322921793,0.00379727008614479,"3554/58494/1991/80310/6484/7499/961/7070/4192/4267/6387",11
"GO:0006721","GO:0006721","terpenoid metabolic process","13/782","99/18614",0.000253062672435945,0.00480320922761295,0.00383002436691285,"231/51635/128/9249/59342/8644/216/1545/1645/5919/125/1382/4035",13
"GO:0008406","GO:0008406","gonad development","22/782","228/18614",0.000256376619769228,0.00484702621140176,0.00386496353105148,"6092/2067/6382/283/10265/10468/6586/5806/26471/8644/2674/9353/1545/10409/8743/4323/5156/10549/6422/7130/4313/6423",22
"GO:0002468","GO:0002468","dendritic cell antigen processing and presentation","5/782","15/18614",0.000272874531422975,0.00513878170308658,0.00409760603929567,"968/3123/3122/972/10875",5
"GO:0035904","GO:0035904","aorta development","10/782","63/18614",0.000274392857104307,0.00514726834280102,0.00410437318920716,"6092/144165/94/7048/4016/30008/60681/4035/4015/1281",10
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","13/782","100/18614",0.00027990718718122,0.00523035871860722,0.00417062850912206,"3037/11078/3685/3912/84168/5295/10630/1601/5034/4192/2335/6281/2192",13
"GO:0031103","GO:0031103","axon regeneration","9/782","52/18614",0.000282409823541362,0.0052422609016198,0.00418011917438302,"3913/83999/9315/706/2896/9314/5764/4313/347",9
"GO:0001666","GO:0001666","response to hypoxia","26/782","293/18614",0.000282718903634339,0.0052422609016198,0.00418011917438302,"10449/7184/5740/1803/5351/283/6649/94/133/2030/7048/57085/358/7049/1535/947/5066/5743/3162/7423/4323/5034/28984/6422/6387/4313",26
"GO:0002689","GO:0002689","negative regulation of leukocyte chemotaxis","6/782","23/18614",0.000294582820476332,0.00544131715523523,0.00433884436531383,"1803/26585/9353/1843/4681/7130",6
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","7/782","32/18614",0.000301479957575197,0.00550009316157435,0.00438571168376719,"9536/5740/8644/972/5743/301/5730",7
"GO:0030204","GO:0030204","chondroitin sulfate metabolic process","7/782","32/18614",0.000301479957575197,0.00550009316157435,0.00438571168376719,"29940/55501/2990/633/3074/79586/1634",7
"GO:0046457","GO:0046457","prostanoid biosynthetic process","7/782","32/18614",0.000301479957575197,0.00550009316157435,0.00438571168376719,"9536/5740/8644/972/5743/301/5730",7
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","14/782","114/18614",0.000302328290358267,0.00550009316157435,0.00438571168376719,"231/9536/3248/5740/1646/2950/8644/972/2879/1545/1645/5743/301/5730",14
"GO:0070167","GO:0070167","regulation of biomineral tissue development","13/782","101/18614",0.000309145252364994,0.0056029671490663,0.00446774223045888,"56172/55603/338773/4054/26585/51374/2621/116039/1893/4256/5764/54829/1311",13
"GO:0042176","GO:0042176","regulation of protein catabolic process","30/782","361/18614",0.000312281528575076,0.00563861142045109,0.00449616456675016,"144165/10134/154214/11337/23077/9554/25897/90865/3304/252839/2534/3303/1956/51429/80762/5476/152503/26471/975/51374/2719/1601/302/5270/348/7077/1191/7076/4035/1471",30
"GO:0030834","GO:0030834","regulation of actin filament depolymerization","9/782","53/18614",0.000327672897053654,0.00589444416677487,0.00470016268672405,"11344/6840/11078/51474/6711/130271/822/120/2934",9
"GO:0010976","GO:0010976","positive regulation of neuron projection development","17/782","157/18614",0.000332442632338744,0.00595801461154306,0.0047508530358094,"1627/950/11344/8321/2534/285016/5754/64175/1272/1809/257194/2896/11075/348/4192/5176/5764",17
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","15/782","129/18614",0.000340809976493888,0.00603330560161314,0.00481088921431264,"6092/144165/55366/8321/10252/9500/5754/26585/947/147495/2719/1601/6422/115908/6423",15
"GO:0001823","GO:0001823","mesonephros development","13/782","102/18614",0.000340947273714528,0.00603330560161314,0.00481088921431264,"6092/55366/9244/6382/5087/10252/9500/26585/9353/10409/2719/116039/6422",13
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","13/782","102/18614",0.000340947273714528,0.00603330560161314,0.00481088921431264,"6526/23184/2534/10857/6711/1956/11079/975/5295/5621/3958/7130/4035",13
"GO:0050727","GO:0050727","regulation of inflammatory response","33/782","414/18614",0.00034164953935706,0.00603330560161314,0.00481088921431264,"837/29108/185/9536/3554/5740/90865/3123/1991/2534/4792/2950/4907/80762/26471/351/284207/2879/975/3956/961/5743/2896/114899/348/4192/3479/301/9314/7130/5176/718/5320",33
"GO:0071674","GO:0071674","mononuclear cell migration","20/782","202/18614",0.000343897325115857,0.0060508357824217,0.00482486758095701,"29108/80270/58494/80310/26585/7499/351/9353/961/3958/2621/1843/5919/4681/4192/1893/301/4267/6387/347",20
"GO:0003176","GO:0003176","aortic valve development","8/782","43/18614",0.000367532272291499,0.006438642143893,0.00513409995949677,"6092/7048/6586/6615/9353/1009/11117/2006",8
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","22/782","234/18614",0.000368609257771099,0.006438642143893,0.00513409995949677,"144165/3913/11344/4692/5916/57142/7869/8828/10252/7048/5754/6586/9201/351/9353/10512/348/2335/6422/1382/6387/6423",22
"GO:0006959","GO:0006959","humoral immune response","23/782","250/18614",0.000373764897503978,0.00650512841468114,0.00518711535506185,"5648/717/283/3123/1991/4853/975/730/79987/710/1604/28984/5919/6590/1191/2919/716/10417/3075/715/718/1675/9547",23
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","13/782","103/18614",0.000375492345385809,0.00651168560109706,0.00519234398087457,"51246/29108/51065/26471/23612/972/6615/57007/5295/3162/1191/6387/6423",13
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","9/782","54/18614",0.000378762572821533,0.00654485434972262,0.00521879236349458,"4094/5916/7227/94/2734/4054/26585/4192/2202",9
"GO:0042249","GO:0042249","establishment of planar polarity of embryonic epithelium","5/782","16/18614",0.000383238712876568,0.0065985494099212,0.00526160819332792,"8321/5754/6422/115908/6423",5
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","20/782","204/18614",0.000391054489643459,0.00670915905541323,0.00534980706565991,"10134/29108/51065/1611/23787/5329/27018/358/2149/1509/2537/25824/8743/5743/2621/1512/10550/9314/2934/6423",20
"GO:0007548","GO:0007548","sex differentiation","25/782","283/18614",0.000392867653481922,0.00671636509729201,0.0053555530814333,"6092/55366/2067/10184/6382/283/10265/5087/10468/6586/5806/26471/8644/2674/9353/1545/10409/8743/4323/5156/10549/6422/7130/4313/6423",25
"GO:0061045","GO:0061045","negative regulation of wound healing","11/782","78/18614",0.000399476705733273,0.00680521978212052,0.00542640479575195,"7103/135228/5329/928/947/710/302/5270/2191/348/5156",11
"GO:0010517","GO:0010517","regulation of phospholipase activity","10/782","66/18614",0.000404466112678295,0.00686595468035936,0.00547483411230961,"185/283/378/1956/400/1902/2260/5156/301/4035",10
"GO:0000302","GO:0000302","response to reactive oxygen species","20/782","205/18614",0.0004166761975818,0.00704840683698897,0.00562031938529541,"6382/6649/2534/1956/80310/2950/358/8644/5831/1545/25824/10628/3162/10516/348/5156/301/4313/1277/347",20
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","26/782","301/18614",0.000428295581487102,0.00721962586835425,0.00575684749205335,"837/51246/10134/29108/10961/51065/2907/5329/3303/26471/23612/972/6615/64065/57007/5295/2537/1545/90993/5743/3162/5034/10550/1191/6387/6423",26
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","8/782","44/18614",0.000432879151835748,0.00727146477700398,0.00579818324776876,"84888/25825/51107/51429/152503/348/7077/7076",8
"GO:0052372","GO:0052372","modulation by symbiont of entry into host","9/782","55/18614",0.000436239535194677,0.0073024680526859,0.00582290490691141,"3123/3685/2519/5806/972/3956/5034/4061/2934",9
"GO:0090596","GO:0090596","sensory organ morphogenesis","24/782","269/18614",0.000441334698999018,0.00736219579195248,0.00587053112636829,"3150/50937/121227/5916/3638/25987/1296/11078/4853/1295/4669/5754/358/9935/1301/7070/116039/4237/2200/1290/1289/2202/8076/115908",24
"GO:0051017","GO:0051017","actin filament bundle assembly","17/782","161/18614",0.000446554432931755,0.00742024531177369,0.0059168191527413,"116985/7184/84952/51474/22998/3397/1902/6624/3693/1809/5295/961/4082/28984/6422/2006/6281",17
"GO:0060351","GO:0060351","cartilage development involved in endochondral bone morphogenesis","7/782","34/18614",0.000447892840847572,0.00742024531177369,0.0059168191527413,"5916/25987/7059/7048/871/1311/1277",7
"GO:0032271","GO:0032271","regulation of protein polymerization","19/782","191/18614",0.000451603446546947,0.00745500286967324,0.00594453443379222,"29108/11344/148170/274/10142/9659/6840/3304/11078/6711/3303/51429/9353/822/9168/11075/120/2006/2934",19
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","18/782","176/18614",0.000453083559596403,0.00745500286967324,0.00594453443379222,"3248/283/6934/1991/7048/80310/1535/3486/5743/3162/30008/348/3479/2697/4969/2006/4313/347",18
"GO:0006720","GO:0006720","isoprenoid metabolic process","14/782","119/18614",0.000471549687254531,0.00773245252467379,0.00616576963069655,"231/51635/128/9249/59342/8644/216/1545/1645/5919/10577/125/1382/4035",14
"GO:0030041","GO:0030041","actin filament polymerization","17/782","162/18614",0.000479866363719692,0.00783423805798162,0.00624693225641085,"29108/11344/148170/274/6840/283/22921/11078/6711/51429/8522/9353/822/9168/120/2006/2934",17
"GO:0051016","GO:0051016","barbed-end actin filament capping","6/782","25/18614",0.000481006941539631,0.00783423805798162,0.00624693225641085,"11344/6840/11078/822/120/2934",6
"GO:0019058","GO:0019058","viral life cycle","27/782","320/18614",0.00048371242130287,0.0078517763740779,0.00626091711004105,"950/185/1514/1803/3304/3123/3685/3303/4774/1956/290/5806/972/975/3693/3916/3956/131578/1508/1604/2621/5034/5479/348/4061/6590/2934",27
"GO:0009410","GO:0009410","response to xenobiotic stimulus","34/782","440/18614",0.000490793307684351,0.00793998166559146,0.0063312510055219,"144165/134147/8321/590/7345/2326/9446/2030/7048/316/2947/2950/6185/90313/1535/4837/1603/1545/5621/1645/706/10628/5066/5743/3162/2621/10512/79001/4192/6422/4015/4313/1277/6423",34
"GO:0048762","GO:0048762","mesenchymal cell differentiation","23/782","255/18614",0.00049437994527938,0.00797125657589262,0.00635618926301812,"3037/57142/6934/25937/7869/8828/10252/7048/26585/7049/6615/10630/1601/10512/2260/28984/4192/3479/7148/2335/6422/1277/6423",23
"GO:0046545","GO:0046545","development of primary female sexual characteristics","13/782","106/18614",0.000497511609649377,0.00798796350488307,0.00636951117803316,"6092/10184/283/10468/6586/5806/26471/9353/4323/5156/6422/7130/4313",13
"GO:0030500","GO:0030500","regulation of bone mineralization","11/782","80/18614",0.000498729934654596,0.00798796350488307,0.00636951117803316,"56172/55603/338773/4054/26585/51374/116039/1893/4256/5764/1311",11
"GO:0034205","GO:0034205","amyloid-beta formation","9/782","56/18614",0.000500698355887604,0.00799293633686802,0.00637347645765609,"274/57142/51107/10972/10418/5621/348/3479/1191",9
"GO:0072224","GO:0072224","metanephric glomerulus development","5/782","17/18614",0.000524243127522192,0.00834117530621944,0.00665115824808423,"55366/3913/358/947/5156",5
"GO:0018401","GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","4/782","10/18614",0.000529870348746252,0.00837542606985469,0.00667846941715725,"5033/8974/5034/10549",4
"GO:0019062","GO:0019062","virion attachment to host cell","4/782","10/18614",0.000529870348746252,0.00837542606985469,0.00667846941715725,"1803/975/131578/2621",4
"GO:0036293","GO:0036293","response to decreased oxygen levels","26/782","306/18614",0.000549651886170081,0.00865971157916981,0.00690515544648482,"10449/7184/5740/1803/5351/283/6649/94/133/2030/7048/57085/358/7049/1535/947/5066/5743/3162/7423/4323/5034/28984/6422/6387/4313",26
"GO:1903828","GO:1903828","negative regulation of protein localization","20/782","210/18614",0.000567899229001347,0.00891805271340552,0.00711115372642867,"64114/10961/30851/57120/3638/27248/9500/9528/55022/80762/9201/2149/10956/3998/26022/131578/1601/348/6422/347",20
"GO:0032835","GO:0032835","glomerulus development","10/782","69/18614",0.000582153968748941,0.00905343317206014,0.00721910456322965,"55366/3913/25937/4853/80310/55959/358/10409/947/5156",10
"GO:0061077","GO:0061077","chaperone-mediated protein folding","10/782","69/18614",0.000582153968748941,0.00905343317206014,0.00721910456322965,"9601/3304/2286/3310/3303/51303/64175/972/5479/1191",10
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization","10/782","69/18614",0.000582153968748941,0.00905343317206014,0.00721910456322965,"94/22998/26585/5295/1307/7070/4323/6422/6281/347",10
"GO:0061572","GO:0061572","actin filament bundle organization","17/782","165/18614",0.000592952574059416,0.00916363929988164,0.00730698167516409,"116985/7184/84952/51474/22998/3397/1902/6624/3693/1809/5295/961/4082/28984/6422/2006/6281",17
"GO:0048659","GO:0048659","smooth muscle cell proliferation","18/782","180/18614",0.000593041995760853,0.00916363929988164,0.00730698167516409,"3248/283/6934/1991/7048/80310/1535/3486/5743/3162/30008/348/3479/2697/4969/2006/4313/347",18
"GO:0042692","GO:0042692","muscle cell differentiation","32/782","410/18614",0.00059974770506522,0.00923764755948698,0.00736599501899506,"144165/3913/90410/23345/50937/274/10467/6382/7345/58494/133/785/287/338773/5738/79365/6444/3912/26585/10266/975/928/3908/8038/23646/4323/30008/5156/3479/4015/221476/1311",32
"GO:0060343","GO:0060343","trabecula formation","6/782","26/18614",0.00060328712439591,0.00926257078570918,0.007385868515903,"7059/26585/7049/6422/4313/1277",6
"GO:1901657","GO:1901657","glycosyl compound metabolic process","11/782","82/18614",0.000617798713735524,0.00945526221879036,0.00753951847138558,"231/2990/1646/353/10327/2519/4907/1890/8644/8574/1645",11
"GO:0051258","GO:0051258","protein polymerization","24/782","276/18614",0.000637833277278865,0.00973099439797914,0.0077593841726263,"29108/11344/148170/2801/274/10142/9659/6840/283/22921/3304/11078/6711/3303/51429/8522/2879/9353/822/9168/11075/120/2006/2934",24
"GO:0033687","GO:0033687","osteoblast proliferation","7/782","36/18614",0.000646089002272813,0.00982327931711698,0.00783297111673953,"3685/338773/26585/51374/116039/6422/115908",7
"GO:0030042","GO:0030042","actin filament depolymerization","9/782","58/18614",0.000653111699207463,0.00982327931711698,0.00783297111673953,"11344/6840/11078/51474/6711/130271/822/120/2934",9
"GO:0050922","GO:0050922","negative regulation of chemotaxis","10/782","70/18614",0.000654070247001566,0.00982327931711698,0.00783297111673953,"6092/1803/1991/7869/26585/9353/10512/1843/4681/7130",10
"GO:1901880","GO:1901880","negative regulation of protein depolymerization","10/782","70/18614",0.000654070247001566,0.00982327931711698,0.00783297111673953,"11344/6840/11078/51474/6711/130271/822/11075/120/2934",10
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","10/782","70/18614",0.000654070247001566,0.00982327931711698,0.00783297111673953,"185/6526/7048/2950/55022/8644/1535/1545/1645/706",10
"GO:0007044","GO:0007044","cell-substrate junction assembly","12/782","96/18614",0.000680795503590736,0.0101613471294456,0.00810254254232806,"94/22998/667/26585/1307/7070/4323/1009/2335/6422/6281/347",12
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","12/782","96/18614",0.000680795503590736,0.0101613471294456,0.00810254254232806,"3037/29940/55501/2990/633/80760/6484/3074/79586/3073/7130/1634",12
"GO:0015918","GO:0015918","sterol transport","15/782","138/18614",0.000700742512169397,0.0103655864565339,0.00826540065705125,"25987/341/51474/55004/4792/1066/1645/706/302/10351/348/10577/5360/1191/4035",15
"GO:0010755","GO:0010755","regulation of plasminogen activation","5/782","18/18614",0.000700929513551142,0.0103655864565339,0.00826540065705125,"5329/7123/302/5270/6281",5
"GO:0090594","GO:0090594","inflammatory response to wounding","5/782","18/18614",0.000700929513551142,0.0103655864565339,0.00826540065705125,"2149/2896/3162/4192/7076",5
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","13/782","110/18614",0.000711077849538761,0.0104835055431999,0.00835942799457767,"79971/55366/252839/1956/5754/55959/8434/27123/2719/6422/6424/1277/6423",13
"GO:0032368","GO:0032368","regulation of lipid transport","16/782","153/18614",0.000722489089172231,0.0105993234062812,0.00845177984033426,"185/9536/341/55004/3685/4792/6836/1066/1622/706/1601/302/10351/348/5360/4035",16
